condLoaderLoop.thisRepN,condLoaderLoop.thisTrialN,condLoaderLoop.thisN,condLoaderLoop.thisIndex,Block1Loop.thisRepN,Block1Loop.thisTrialN,Block1Loop.thisN,Block1Loop.thisIndex,encodeLoop_Block1Run1.thisRepN,encodeLoop_Block1Run1.thisTrialN,encodeLoop_Block1Run1.thisN,encodeLoop_Block1Run1.thisIndex,recognitionLoop_Block1Run1.thisRepN,recognitionLoop_Block1Run1.thisTrialN,recognitionLoop_Block1Run1.thisN,recognitionLoop_Block1Run1.thisIndex,triggerSyncText.started,triggerSync_Key_Resp.started,triggerSync_Key_Resp.keys,triggerSync_Key_Resp.rt,start_time,start_volume,InstructionText.started,trigger_time,end_volume,image_file,run,encodeTrialRun1_Image.started,encodeTrialTestKeyRespRun1.started,encodeFixationText_Run1.started,encodeTrialRun1_Image.stopped,encodeTrialTestKeyRespRun1.stopped,encodeFixationText_Run1.stopped,end_time,response_pair_fit,encodeTrialTestKeyRespRun1.keys,encodeTrialTestKeyRespRun1.rt,InstructionText.stopped,recogTrialRun1_Image.started,recogTrialTestKeyRespRun1.started,recogFixationText_Run1.started,recogTrialRun1_Image.stopped,recogTrialTestKeyRespRun1.stopped,recogFixationText_Run1.stopped,image_old_new,response_old_new,is_correct,recogTrialTestKeyRespRun1.keys,recogTrialTestKeyRespRun1.rt,image_gender,response_gender,gender_is_correct,image_water,response_water,liquid_is_correct,participant,session,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,7,0,7,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_street12_OLD.bmp,1,558.1700449170021,558.1700449170021,561.1698332920205,561.1698332920205,564.170745542011,567.1701913340075,553.990709124977,,2,0.7174474999774247,,,,,,,,,,,,,,,,no_liquid,no_liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,8,0,8,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_w_hills13_OLD.bmp,1,567.1701913340075,567.1701913340075,570.1698913340224,570.1698913340224,573.1700055420224,576.1730874170025,562.9907294169825,,1,0.7251252079731785,,,,,,,,,,,,,,,,liquid,liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,9,0,9,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_mtns17_OLD.bmp,1,576.1730874170025,576.1730874170025,579.1696642090101,579.1862376670178,582.1875048340007,585.1769936670025,571.9923670419957,,2,0.8684593749640044,,,,,,,,,,,,,,,,no_liquid,no_liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,10,0,10,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_w_city1_OLD.bmp,1,585.1769936670025,585.1769936670025,588.1695046250243,588.1864356670121,591.1872052090184,594.1707640840032,580.9907283329812,,1,1.0316867079818621,,,,,,,,,,,,,,,,liquid,liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,11,0,11,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_ralphunden_hills24_OLD.bmp,1,594.1707640840032,594.1707640840032,597.1695625840221,597.1863276670047,600.170476416999,603.1695035420125,589.9909765420016,,2,1.4394273329817224,,,,,,,,,,,,,,,,no_liquid,no_liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,0,0,0,0,,,,,589.991431582981,2,603.1695035420125,,,Block1_run1_scene_recog-TEST/yf9_mtns16_NEW.bmp,1,,,,,,,608.9905057080032,,,,613.1717862090154,613.1717862090154,613.1717862090154,616.1696482090047,616.1859570840024,619.1868114170211,622.1703345420246,NEW,OLD,FALSE ALARM,1,1.4096985409560148,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,1,0,1,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_w_citybeach12_NEW.bmp,1,,,,,,,617.9909814999846,,,,,622.1703345420246,622.1703345420246,625.169415167009,625.169415167009,628.1702828340058,631.1702988750185,NEW,NEW,CORRECT REJECTION,2,1.4626157919701654,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,2,0,2,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_ralphunden_hills24_OLD.bmp,1,,,,,,,626.9912912499858,,,,,631.1702988750185,631.1702988750185,634.169565417018,634.169565417018,637.1697008750052,640.1699261250033,OLD,OLD,HIT,1,1.232034999964526,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,3,0,3,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_mtns17_OLD.bmp,1,,,,,,,635.9906786249776,,,,,640.1699261250033,640.1699261250033,643.1693928750174,643.1693928750174,646.1705158750119,649.1710927500098,OLD,OLD,HIT,1,1.0020864999678452,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,4,0,4,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_mtns18_NEW.bmp,1,,,,,,,644.9900728329958,,,,,649.1710927500098,649.1710927500098,652.1697054170072,652.186302459013,655.1870111250028,658.169877459004,NEW,OLD,FALSE ALARM,1,0.909242457972141,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,5,0,5,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_sunset6_OLD.bmp,1,,,,,,,653.9915993329778,,,,,658.169877459004,658.169877459004,661.1695772500243,661.1695772500243,664.1697858340049,667.1859107920027,OLD,OLD,HIT,1,3.5398964989872184,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,6,0,6,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_w_hills14_NEW.bmp,1,,,,,,,662.9902877919958,,,,,667.1859107920027,667.1859107920027,670.1693027500005,670.1863773750083,673.186590834026,676.1703137500153,NEW,NEW,CORRECT REJECTION,2,1.1518504999694414,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,7,0,7,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_street12_OLD.bmp,1,,,,,,,671.9902833329979,,,,,676.1703137500153,676.1703137500153,679.1695142500103,679.1695142500103,682.1701708340261,685.1702856670017,OLD,OLD,HIT,1,1.1009331669774838,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,8,0,8,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_street13_NEW.bmp,1,,,,,,,680.990209999989,,,,,685.1702856670017,685.1702856670017,688.1695958340133,688.1695958340133,691.1696967500029,694.1704370000225,NEW,NEW,CORRECT REJECTION,2,1.0743461669480894,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,9,0,9,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_street11_OLD.bmp,1,,,,,,,689.9912382079929,,,,,694.1704370000225,694.1704370000225,697.1695962920203,697.1695962920203,700.169992125011,703.1716622090025,OLD,NEW,MISS,2,1.6185065829777159,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,10,0,10,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_w_beach4_NEW.bmp,1,,,,,,,698.9907907499874,,,,,703.1716622090025,703.1716622090025,706.1695185840072,706.1863409590151,709.186523625016,712.1703603750211,NEW,OLD,FALSE ALARM,1,1.174901415972272,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,11,0,11,0,,,,,,2,,,,Block1_run1_scene_recog-TEST/yf9_pizzodisevo_hills19_OLD.bmp,1,,,,,,,707.9905025829794,,,,,712.1703603750211,712.1703603750211,715.1697031670192,715.1697031670192,718.1704442500195,721.1697303340188,OLD,OLD,HIT,1,1.7739035419654101,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
